request_id,field,expected,actual,match,numeric_error_actual_minus_expected
request_04,decision_explanation,"Wait until 15 June 2024, then pay IDR 12,693,000 in full. Paying sooner would put the IDR 30,686,600 minimum at risk.","Use wait for IDR 12693000, completing on 2024-06-16. Projected minimum 31937343.71 on 2024-07-14 stays at or above 30686600. Requires the listed permitted spending changes.",false,
request_05,request_id,request_05,request_05,true,
request_05,amount_safe_to_pay,737,15488,false,14751
request_05,affordability_status,not_affordable,affordable_now,false,
request_05,recommended_payment_method,not_recommended,full_payment,false,
request_05,payment_plan,none,2025-11-06:15488,false,
request_05,earliest_date_for_full_payment,,2025-11-06,false,
request_05,spending_changes_needed,none,none,true,
request_05,decision_explanation,"Do not make this payment by 12 January 2026. None of the available options keeps the ZAR 13,100 minimum protected.","Use full_payment for ZAR 15488, completing on 2025-11-06. Projected minimum 25756.92 on 2025-11-13 stays at or above 13100. No spending changes required.",false,
request_06,request_id,request_06,request_06,true,
request_06,amount_safe_to_pay,603.3,371.27,false,-232.03
request_06,affordability_status,affordable_with_plan,affordable_later,false,
request_06,recommended_payment_method,full_payment,not_recommended,false,
request_06,payment_plan,2026-01-03:620.40,none,false,
request_06,earliest_date_for_full_payment,2026-01-15,2026-03-16,false,
request_06,spending_changes_needed,stop:event_476,none,false,
request_06,decision_explanation,"Stop the family streaming plan, then pay EUR 620.40 today. This leaves at least EUR 800 available.",No eligible plan completes by 2026-01-14 while keeping EUR 800 throughout the 90-day forecast. A single full payment is financially safe on 2026-03-16; the deadline or permitted methods prevent recommending it.,false,
request_07,request_id,request_07,request_07,true,
request_07,amount_safe_to_pay,87170.56,82453.08,false,-4717.48
request_07,affordability_status,affordable_with_plan,affordable_with_plan,true,
request_07,recommended_payment_method,installments,installments,true,
request_07,payment_plan,2024-09-12:68432|2024-10-10:68432|2024-11-07:68432,2024-09-12:68432|2024-10-10:68432|2024-11-07:68432,true,
request_07,earliest_date_for_full_payment,2024-10-23,2024-10-16,false,
request_07,spending_changes_needed,none,none,true,
request_07,decision_explanation,"Use 3 installments of INR 68,432, starting 12 September 2024. This leaves at least INR 93,000 available.","Use installments for INR 205296, completing on 2024-11-07. Projected minimum 96010.66 on 2024-11-13 stays at or above 93000. No spending changes required.",false,
request_08,request_id,request_08,request_08,true,
request_08,amount_safe_to_pay,284.57,0,false,-284.57
request_08,affordability_status,affordable_later,not_affordable,false,
request_08,recommended_payment_method,wait,not_recommended,false,
request_08,payment_plan,2025-04-15:996.60,none,false,
request_08,earliest_date_for_full_payment,2025-04-15,,false,
request_08,spending_changes_needed,none,none,true,
request_08,decision_explanation,Pay EUR 996.60 in full on 15 April 2025. Paying earlier would take the balance below the EUR 800 minimum.,No eligible plan completes by 2025-04-15 while keeping EUR 800 throughout the 90-day forecast. The baseline first falls below the minimum on 2025-04-05.,false,
request_09,request_id,request_09,request_09,true,
request_09,amount_safe_to_pay,166.61,166.61,true,0
request_09,affordability_status,affordable_now,affordable_now,true,
request_09,recommended_payment_method,full_payment,full_payment,true,
request_09,payment_plan,2026-07-04:166.61,2026-07-04:166.61,true,
request_09,earliest_date_for_full_payment,2026-07-04,2026-07-04,true,
request_09,spending_changes_needed,none,none,true,
request_09,decision_explanation,Pay EUR 166.61 today. This keeps the EUR 600 minimum available over the next 90 days.,"Use full_payment for EUR 166.61, completing on 2026-07-04. Projected minimum 1284.01 on 2026-09-19 stays at or above 600. No spending changes required.",false,
request_10,request_id,request_10,request_10,true,
request_10,amount_safe_to_pay,12700,0,false,-12700
request_10,affordability_status,not_affordable,not_affordable,true,
request_10,recommended_payment_method,not_recommended,not_recommended,true,
request_10,payment_plan,none,none,true,
request_10,earliest_date_for_full_payment,,,true,
request_10,spending_changes_needed,none,none,true,
request_10,decision_explanation,"Do not make this payment by 10 February 2025. None of the available options keeps the INR 225,400 minimum protected.",No eligible plan completes by 2025-02-10 while keeping INR 225400 throughout the 90-day forecast. The baseline first falls below the minimum on 2025-03-03.,false,
request_11,request_id,request_11,request_11,true,
request_11,amount_safe_to_pay,12510645,7542169.85,false,-4968475.15
request_11,affordability_status,affordable_with_plan,affordable_later,false,
request_11,recommended_payment_method,full_payment,wait,false,
request_11,payment_plan,2025-05-03:13110000,2025-05-25:13110000,false,
request_11,earliest_date_for_full_payment,2025-07-15,2025-05-25,false,
request_11,spending_changes_needed,reduce_to:event_989:665950,none,false,
request_11,decision_explanation,"Reduce the weekend food delivery to IDR 665,950, then pay IDR 13,110,000 today. This leaves at least IDR 34,140,600 available.","Use wait for IDR 13110000, completing on 2025-05-25. Projected minimum 41106125.37 on 2025-06-22 stays at or above 34140600. No spending changes required.",false,
request_12,request_id,request_12,request_12,true,
request_12,amount_safe_to_pay,65164,51296.33,false,-13867.67
request_12,affordability_status,affordable_with_plan,not_affordable,false,
request_12,recommended_payment_method,installments,not_recommended,false,
request_12,payment_plan,2026-04-19:22590.19|2026-05-20:22590.19|2026-06-20:22590.19,none,false,
request_12,earliest_date_for_full_payment,2026-04-05,,false,
request_12,spending_changes_needed,none,none,true,
request_12,decision_explanation,"Use 3 installments of ZAR 22,590.19, starting 19 April 2026. This leaves at least ZAR 43,200 available.",No eligible plan completes by 2026-06-20 while keeping ZAR 43200 throughout the 90-day forecast.,false,
request_13,request_id,request_13,request_13,true,
request_13,amount_safe_to_pay,433.4,0,false,-433.4
request_13,affordability_status,affordable_later,not_affordable,false,
request_13,recommended_payment_method,wait,not_recommended,false,
request_13,payment_plan,2024-05-15:941.60,none,false,
request_13,earliest_date_for_full_payment,2024-05-15,,false,
request_13,spending_changes_needed,none,none,true,
request_13,decision_explanation,"Pay EUR 941.60 in full on 15 May 2024. Paying earlier would take the balance below the EUR 1,300 minimum.",No eligible plan completes by 2024-05-15 while keeping EUR 1300 throughout the 90-day forecast. The baseline first falls below the minimum on 2024-05-15.,false,
request_14,request_id,request_14,request_14,true,
request_14,amount_safe_to_pay,597.74,0,false,-597.74
request_14,affordability_status,not_affordable,not_affordable,true,
request_14,recommended_payment_method,not_recommended,not_recommended,true,
request_14,payment_plan,none,none,true,
request_14,earliest_date_for_full_payment,,,true,
request_14,spending_changes_needed,none,none,true,
request_14,decision_explanation,"Do not proceed with the EUR 5,414.20 request. Although EUR 597.74 is available today, the full amount cannot be completed safely within 90 days.",No eligible plan completes by 2025-10-04 while keeping EUR 2200 throughout the 90-day forecast. The baseline first falls below the minimum on 2025-10-03.,false,
request_15,request_id,request_15,request_15,true,
request_15,amount_safe_to_pay,83.05,0,false,-83.05
request_15,affordability_status,not_affordable,not_affordable,true,
request_15,recommended_payment_method,not_recommended,not_recommended,true,
request_15,payment_plan,none,none,true,
request_15,earliest_date_for_full_payment,,,true,
request_15,spending_changes_needed,none,none,true,
request_15,decision_explanation,"Do not make this payment by 1 February 2026. None of the available options keeps the EUR 1,200 minimum protected.",No eligible plan completes by 2026-02-01 while keeping EUR 1200 throughout the 90-day forecast. The baseline first falls below the minimum on 2026-01-13.,false,
request_16,request_id,request_16,request_16,true,
request_16,amount_safe_to_pay,122500,0,false,-122500
request_16,affordability_status,affordable_now,not_affordable,false,
request_16,recommended_payment_method,full_payment,not_recommended,false,
request_16,payment_plan,2023-08-12:122500,none,false,
request_16,earliest_date_for_full_payment,2023-08-12,,false,
request_16,spending_changes_needed,none,none,true,
request_16,decision_explanation,"Pay INR 122,500 today. This leaves at least INR 122,400 available over the next 90 days.","No payment can be verified: unresolved financial evidence (unresolved_amount:event_1442, unresolved_message_evidence).",false,
request_17,request_id,request_17,request_17,true,
request_17,amount_safe_to_pay,243849.58,234296.32,false,-9553.26
request_17,affordability_status,affordable_with_plan,affordable_later,false,
request_17,recommended_payment_method,installments,not_recommended,false,
request_17,payment_plan,2026-03-01:95194.67|2026-03-31:95194.67|2026-04-30:95194.67,none,false,
request_17,earliest_date_for_full_payment,2026-03-15,2026-05-16,false,
request_17,spending_changes_needed,none,none,true,
request_17,decision_explanation,"Use 3 installments of INR 95,194.67, starting 1 March 2026. This leaves at least INR 166,100 available.",No eligible plan completes by 2026-05-04 while keeping INR 166100 throughout the 90-day forecast. A single full payment is financially safe on 2026-05-16; the deadline or permitted methods prevent recommending it.,false,
request_18,request_id,request_18,request_18,true,
request_18,amount_safe_to_pay,462,382.01,false,-79.99
request_18,affordability_status,affordable_later,affordable_later,true,
request_18,recommended_payment_method,wait,not_recommended,false,
request_18,payment_plan,2026-09-15:3246.10,none,false,
request_18,earliest_date_for_full_payment,2026-09-15,2026-09-16,false,
request_18,spending_changes_needed,none,none,true,
request_18,decision_explanation,"Pay EUR 3,246.10 in full on 15 September 2026. Paying earlier would take the balance below the EUR 1,400 minimum.",No eligible plan completes by 2026-09-15 while keeping EUR 1400 throughout the 90-day forecast. A single full payment is financially safe on 2026-09-16; the deadline or permitted methods prevent recommending it.,false,
request_19,request_id,request_19,request_19,true,
request_19,amount_safe_to_pay,28820,7694.98,false,-21125.02
request_19,affordability_status,affordable_with_plan,affordable_later,false,
request_19,recommended_payment_method,partial_payment,not_recommended,false,
request_19,payment_plan,2024-09-04:28820|2024-09-15:10840,none,false,
request_19,earliest_date_for_full_payment,2024-09-15,2024-11-16,false,
request_19,spending_changes_needed,none,none,true,
request_19,decision_explanation,"Pay INR 28,820 today and the remaining INR 10,840 on 15 September 2024. This completes the full request and keeps the INR 92,800 minimum protected.",No eligible plan completes by 2024-10-04 while keeping INR 92800 throughout the 90-day forecast. A single full payment is financially safe on 2024-11-16; the deadline or permitted methods prevent recommending it.,false,
request_20,request_id,request_20,request_20,true,
request_20,amount_safe_to_pay,5400,0,false,-5400
request_20,affordability_status,not_affordable,not_affordable,true,
request_20,recommended_payment_method,not_recommended,not_recommended,true,
request_20,payment_plan,none,none,true,
request_20,earliest_date_for_full_payment,,,true,
request_20,spending_changes_needed,none,none,true,
request_20,decision_explanation,"Do not make this payment by 22 February 2026. None of the available options keeps the INR 64,500 minimum protected.",No payment can be verified: unresolved financial evidence (unresolved_amount:event_1786).,false,
request_21,request_id,request_21,request_21,true,
request_21,amount_safe_to_pay,1543.35,1574.4,false,31.05
request_21,affordability_status,affordable_with_plan,affordable_now,false,
request_21,recommended_payment_method,full_payment,full_payment,true,
request_21,payment_plan,2026-04-03:1574.40,2026-04-03:1574.4,true,
request_21,earliest_date_for_full_payment,2026-04-15,2026-04-03,false,
request_21,spending_changes_needed,stop:event_1815|reduce_to:event_1816:23.50,none,false,
request_21,decision_explanation,"Stop the online backup subscription and reduce the streaming subscription to USD 23.50, then pay USD 1,574.40 today. This leaves at least USD 1,800 available.","Use full_payment for USD 1574.4, completing on 2026-04-03. Projected minimum 1864.26 on 2026-04-12 stays at or above 1800. No spending changes required.",false,
request_22,request_id,request_22,request_22,true,
request_22,amount_safe_to_pay,475.46,421.1,false,-54.36
request_22,affordability_status,affordable_with_plan,affordable_later,false,
request_22,recommended_payment_method,installments,not_recommended,false,
request_22,payment_plan,2024-12-08:253.59|2025-01-05:253.59|2025-02-02:253.59,none,false,
request_22,earliest_date_for_full_payment,2025-01-15,2025-02-16,false,
request_22,spending_changes_needed,none,none,true,
request_22,decision_explanation,"Use 3 installments of EUR 253.59, starting 8 December 2024. This leaves at least EUR 500 available.",No eligible plan completes by 2025-02-10 while keeping EUR 500 throughout the 90-day forecast. A single full payment is financially safe on 2025-02-16; the deadline or permitted methods prevent recommending it.,false,
request_23,request_id,request_23,request_23,true,
request_23,amount_safe_to_pay,9152,1697.35,false,-7454.65
request_23,affordability_status,affordable_later,not_affordable,false,
request_23,recommended_payment_method,wait,not_recommended,false,
request_23,payment_plan,2025-07-15:38016,none,false,
request_23,earliest_date_for_full_payment,2025-07-15,,false,
request_23,spending_changes_needed,none,none,true,
request_23,decision_explanation,"Pay ZAR 38,016 in full on 15 July 2025. Paying earlier would take the balance below the ZAR 27,000 minimum.",No eligible plan completes by 2025-07-15 while keeping ZAR 27000 throughout the 90-day forecast.,false,
request_24,request_id,request_24,request_24,true,
request_24,amount_safe_to_pay,13420,7282.59,false,-6137.41
request_24,affordability_status,not_affordable,not_affordable,true,
request_24,recommended_payment_method,not_recommended,not_recommended,true,
request_24,payment_plan,none,none,true,
request_24,earliest_date_for_full_payment,,,true,
request_24,spending_changes_needed,none,none,true,
request_24,decision_explanation,"Do not proceed with the INR 109,600 request. Although INR 13,420 is available today, the full amount cannot be completed safely within 90 days.",No eligible plan completes by 2026-02-08 while keeping INR 51000 throughout the 90-day forecast.,false,
request_25,request_id,request_25,request_25,true,
request_25,amount_safe_to_pay,1425000,0,false,-1425000
request_25,affordability_status,not_affordable,not_affordable,true,
request_25,recommended_payment_method,not_recommended,not_recommended,true,
request_25,payment_plan,none,none,true,
request_25,earliest_date_for_full_payment,,,true,
request_25,spending_changes_needed,none,none,true,
request_25,decision_explanation,"Do not make this payment by 17 April 2024. None of the available options keeps the IDR 23,379,100 minimum protected.",No eligible plan completes by 2024-04-17 while keeping IDR 23379100 throughout the 90-day forecast. The baseline first falls below the minimum on 2024-03-13.,false,
